wavelength,flux,model,sky
8113.346,11.026,11.589,7.54
8115.214,10.55,11.644,7.308
8117.083,10.26,11.705,7.211
8118.952,11.046,11.64,7.067
8120.822,11.545,11.499,6.783
8122.692,10.272,11.42,6.999
8124.563,10.288,11.455,6.979
8126.434,11.232,11.423,7.117
8128.305,11.654,11.527,7.211
8130.177,12.027,11.612,7.553
8132.049,10.867,11.586,7.802
8133.922,10.927,11.576,8.147
8135.795,11.002,11.672,7.832
8137.669,11.038,11.582,7.986
8139.543,11.02,11.743,10.233
8141.417,11.419,11.687,11.926
8143.292,11.601,11.561,10.055
8145.167,10.649,11.627,7.922
8147.043,11.262,11.758,10.083
8148.919,11.264,11.628,12.802
8150.796,10.81,11.83,10.816
8152.673,11.663,11.84,7.396
8154.55,11.128,11.853,6.542
8156.428,12.259,11.963,6.781
8158.306,12.445,11.899,7.04
8160.185,11.979,11.854,7.594
8162.064,11.963,11.986,7.748
8163.944,11.666,12.069,7.584
8165.824,11.403,11.978,7.683
8167.704,11.485,11.85,8.092
8169.585,12.509,11.906,8.192
8171.466,11.691,12.058,8.518
8173.348,12.511,12.074,10.162
8175.23,11.028,12.151,12.59
8177.113,11.397,12.257,13.567
8178.996,9.956,12.476,14.13
8180.88,10.949,12.785,17.901
8182.764,11.144,12.449,24.367
8184.648,12.35,12.332,28.735
8186.533,12.752,12.444,30.65
8188.418,11.58,12.503,31.072
8190.304,11.447,12.418,28.741
8192.19,11.395,12.317,22.894
8194.076,10.516,12.269,24.623
8195.963,11.145,12.264,33.478
8197.851,10.329,12.153,33.787
8199.738,10.921,12.035,28.633
8201.627,9.92,11.997,25.393
8203.515,10.463,11.982,21.382
8205.405,11.006,11.953,20.211
8207.294,10.026,11.989,22.121
8209.184,10.515,12.075,19.015
8211.075,10.755,12.084,15.743
8212.966,11.261,11.973,13.648
8214.857,12.781,11.895,12.45
8216.749,12.477,12.058,12.145
8218.641,11.298,11.997,11.418
8220.533,11.769,11.885,10.387
8222.426,10.819,11.861,10.072
8224.32,11.807,11.888,9.743
8226.214,11.202,11.895,9.431
8228.108,11.732,11.983,8.163
8230.003,11.11,12.069,7.114
8231.898,11.493,12.076,6.932
8233.794,11.204,11.977,6.841
8235.69,11.919,11.918,6.897
8237.587,11.477,12.041,7.367
8239.484,11.677,12.093,7.457
8241.381,12.082,12.186,7.917
8243.279,11.908,12.169,8.651
8245.177,13.035,12.113,8.414
8247.076,11.335,12.154,8.591
8248.975,13.24,12.233,8.829
8250.875,12.14,12.086,9.022
8252.775,11.654,12.306,7.87
8254.675,11.201,12.363,7.302
8256.576,11.975,12.245,7.934
8258.478,11.72,12.193,7.47
8260.379,12.014,12.301,7.004
8262.282,11.609,12.482,6.694
8264.184,11.972,12.659,6.67
8266.088,11.781,12.645,6.706
8267.991,12.821,12.585,6.752
8269.895,10.524,12.648,6.874
8271.8,12.78,12.766,7.058
8273.704,13.142,12.697,6.673
8275.61,13.118,12.799,6.519
8277.515,12.984,12.945,9.271
8279.422,13.267,13.05,22.806
8281.328,11.893,13.198,40.113
8283.235,11.982,13.378,52.247
8285.143,12.254,13.212,46.593
8287.051,11.963,13.341,30.143
8288.959,10.295,13.398,49.907
8290.868,13.16,13.306,66.461
8292.777,11.51,13.29,42.734
8294.687,13.353,13.474,14.174
8296.597,12.422,13.57,21.537
8298.508,13.978,13.828,50.148
8300.419,13.239,13.843,80.248
8302.33,12.123,13.763,63.136
8304.242,11.139,13.808,25.939
8306.154,13.039,13.916,11.276
8308.067,13.721,13.985,8.58
8309.98,13.075,14.192,11.816
8311.894,13.365,14.344,25.479
8313.808,15.072,14.391,27.418
8315.723,14.11,14.355,13.459
8317.638,13.25,14.366,6.915
8319.553,14.238,14.73,8.993
8321.469,14.686,14.849,9.012
8323.385,14.734,14.697,7.409
8325.302,14.275,14.661,6.218
8327.219,14.144,14.956,5.997
8329.137,14.248,15.291,5.838
8331.055,15.707,15.109,6.26
8332.973,14.846,15.189,6.254
8334.892,15.671,15.365,6.201
8336.812,14.728,15.392,6.385
8338.732,15,15.443,7.901
8340.652,16.486,15.726,8.979
8342.573,15.338,15.731,17.023
8344.494,17.714,16.022,80.504
8346.415,16.843,15.991,163.912
8348.338,15.663,15.928,129.558
8350.26,14.733,16.173,34.298
8352.183,16.091,16.586,25.745
8354.106,17.264,16.979,56.978
8356.03,17.945,16.963,54.514
8357.954,15.92,17.312,23.489
8359.879,20.101,17.784,8.01
8361.804,18.657,18.147,10.301
8363.73,20.122,18.541,15.092
8365.656,19.743,18.657,25.651
8367.582,20.517,18.92,28.371
8369.509,19.282,19.321,16.884
8371.437,21.814,19.711,8.246
8373.365,20.962,20.099,6.804
8375.293,22.483,20.524,6.71
8377.222,23.308,20.73,7.052
8379.151,23.352,21.256,7.6
8381.08,25.759,21.871,13.22
8383.01,26.872,22.382,33.316
8384.941,27.54,22.768,43.788
8386.872,26.864,23.228,26.275
8388.803,27.989,24.108,9.03
8390.735,29.918,24.684,7.496
8392.667,29.501,25.014,8.633
8394.6,29.602,25.607,8.365
8396.533,30.475,26.481,7.679
8398.467,31.699,27.213,28.657
8400.401,32.312,27.965,109.03
8402.335,35.29,29.035,121.332
8404.27,30.414,30.014,48.237
8406.205,34.223,31.161,9.074
8408.141,36.003,32.575,6.802
8410.078,38.08,34.108,6.803
8412.014,37.287,36.189,7.018
8413.951,36.436,38.156,11.291
8415.889,40.068,40.472,40.105
8417.827,39.465,41.752,57.457
8419.766,38.848,41.836,30.588
8421.705,38.175,42.365,8.562
8423.644,38.365,43.487,7.8
8425.584,39.978,44.458,9.072
8427.524,41.658,46.024,11.208
8429.465,40.912,49.542,42.854
8431.406,44.968,54.073,131.076
8433.348,44.722,57.082,132.804
8435.29,41.259,58.312,50.75
8437.232,45.616,55.255,11.367
8439.175,41.407,52.141,8.152
8441.119,41.058,48.813,6.633
8443.062,39.235,45.484,6.379
8445.007,40.329,43.947,5.994
8446.951,39.742,42.357,6.001
8448.897,38.99,41.31,6.547
8450.842,37.778,40.866,9.503
8452.788,42.307,40.657,31.701
8454.735,41.196,41.06,48.833
8456.682,41.831,42.592,29.547
8458.629,46.391,43.789,8.467
8460.577,45.848,44.118,7.451
8462.526,45.796,42.745,8.282
8464.474,46.908,39.984,27.109
8466.424,44.359,36.832,82.263
8468.373,45.57,33.978,94.012
8470.324,43.222,31.081,41.525
8472.274,42.287,29.303,10.075
8474.225,44.057,27.874,7.291
8476.177,41.414,26.76,9.682
8478.129,40.373,25.845,9.103
8480.081,40.467,24.834,6.922
8482.034,39.122,24.371,6.438
8483.987,38.658,23.778,6.228
8485.941,38.544,23.063,6.157
8487.895,36.777,22.528,6.449
8489.85,35.22,22.085,6.342
8491.805,31.655,21.435,7.952
8493.76,35.008,20.898,20.197
8495.716,32.068,20.273,34.862
8497.673,29.441,19.802,24.883
8499.63,27.926,19.514,9.927
8501.587,27.531,19.234,8.447
8503.545,26.203,18.947,14.329
8505.503,25.862,19.009,43.845
8507.462,26.148,18.438,61.922
8509.421,24.208,18.114,34.373
8511.38,24.912,17.807,9.305
8513.34,21.522,17.261,6.449
8515.301,20.72,16.813,6.143
8517.262,21.411,16.548,5.878
8519.223,20.914,16.346,6.097
8521.185,20.336,16.382,6.536
8523.147,20.437,16.137,6.99
8525.11,18.742,15.65,6.554
8527.073,16.937,15.591,5.908
8529.037,17.524,15.719,5.718
8531.001,15.504,15.514,5.761
8532.966,16.478,15.171,5.758
8534.931,14.802,15.203,5.805
8536.896,15.475,15.356,6.108
8538.862,14.762,15.044,11.861
8540.828,16.674,15.074,17.179
8542.795,13.71,15.288,13.627
8544.763,14.004,14.995,7.115
8546.73,12.847,14.742,6.842
8548.698,13.585,14.651,16.8
8550.667,14.76,14.196,32.967
8552.636,14.904,13.941,26.101
8554.606,11.715,13.983,10.456
8556.576,13.919,13.902,6.332
8558.546,13.419,13.679,5.762
8560.517,13.558,13.441,5.477
8562.488,12.881,13.292,5.668
8564.46,12.409,13.351,5.865
8566.433,11.921,13.103,5.845
8568.405,12.503,12.885,5.474
8570.378,11.921,12.843,5.539
8572.352,12.201,12.879,5.902
8574.326,12.855,12.822,6.697
8576.301,12.386,12.678,7.73
8578.276,12.115,12.902,8.126
8580.251,12.085,12.883,7.599
8582.227,12.229,12.699,5.874
8584.203,11.245,12.669,5.487
8586.18,12.108,12.746,5.632
8588.157,11.238,12.511,8.529
8590.135,11.288,12.416,12.277
8592.113,11.322,12.406,11.112
8594.092,12.236,12.375,7.09
8596.071,13.121,12.317,7.511
8598.051,11.504,12.267,14.037
8600.031,12.857,12.201,15.825
8602.011,9.582,12.17,10.364
8603.992,12.226,12.137,6.567
8605.973,11.853,11.999,6.511
8607.955,11.713,11.893,6.452
8609.938,10.9,11.972,7.272
8611.92,11.728,11.83,9.386
8613.903,12.296,11.815,11.516
8615.887,11.266,11.855,15.469
8617.871,12.673,11.881,22.49
8619.856,11.909,11.856,28.398
8621.841,9.628,11.863,36.026
8623.826,9.832,12.196,44.78
8625.812,9.433,12.362,52.115
8627.799,9.845,12.781,56.815
8629.785,15.855,13.254,62.376
8631.773,13.196,13.56,65.184
8633.761,12.627,13.728,62.013
8635.749,11.001,13.506,59.178
8637.737,12.546,12.844,51.97
8639.727,12.782,12.384,41.147
8641.716,11.422,12.196,33.001
8643.706,10.757,12.162,24.376
8645.697,10.405,12.334,15.32
8647.688,11.71,12.804,17.165
8649.679,11.108,13.238,28.127
8651.671,9.88,13.243,45.752
8653.663,13.462,12.737,51.292
8655.656,7.821,12.078,53.72
8657.65,12.163,11.697,60.228
8659.643,7.572,11.38,57.712
8661.637,12.975,11.2,59.942
8663.632,13.259,10.994,55.584
8665.627,7.662,10.909,53.341
8667.623,12.674,10.844,58.534
8669.619,10.314,10.545,44.965
8671.615,8.394,10.438,48.023
8673.612,12.37,10.463,45.753
8675.61,10.019,10.356,33.159
8677.607,11.023,10.389,34.797
8679.606,12.013,10.564,27.578
8681.605,9.421,10.537,23.306
8683.604,12.64,10.491,25.745
8685.604,11.142,10.406,18.224
8687.604,11.038,10.75,15.071
8689.604,10.194,10.946,15.543
8691.605,11.307,10.796,10.847
8693.607,10.734,10.749,11.836
8695.609,10.346,10.565,12.324
8697.611,9.205,10.782,9.039
8699.614,9.945,10.948,9.268
8701.618,10.456,10.823,12.033
8703.622,10.184,10.667,10.953
8705.626,10.091,10.833,8.353
8707.631,9.521,11.017,9.121
8709.636,9.995,11.074,10.641
8711.642,11.257,10.962,9.117
8713.648,10.729,11.005,6.676
8715.654,10.7,11.167,5.853
8717.661,10.134,11.086,6.315
8719.669,8.982,10.975,6.184
8721.677,14.226,10.908,5.438
8723.685,10.043,10.925,5.489
8725.694,10.155,10.907,5.825
8727.704,10.395,10.789,6.283
8729.714,10.278,10.679,5.952
8731.724,10.225,10.74,5.253
8733.735,10.741,10.803,4.992
8735.746,9.272,10.848,5.141
8737.758,10.893,10.745,5.596
8739.77,8.839,10.639,6.416
8741.783,9.999,10.77,7.022
8743.796,10.735,10.783,6.594
8745.809,10.772,10.888,6.017
8747.823,9.533,10.946,5.634
8749.838,8.653,10.782,5.788
8751.853,9.956,10.583,5.25
8753.868,9.615,10.681,4.697
8755.884,9.105,10.795,4.26
8757.9,10.765,10.715,9.766
8759.917,8.691,10.808,33.458
8761.934,13.008,10.86,79.256
8763.952,14.693,10.814,96.57
8765.97,8.24,10.91,64.412
8767.989,7.06,10.898,82.139
8770.008,15.162,10.902,118.974
8772.028,8.934,10.835,77.738
8774.048,9.377,10.828,21.149
8776.068,10.79,10.884,25.225
8778.089,6.475,10.812,82.234
8780.111,18.933,10.634,128.556
8782.133,10.366,10.584,93.958
8784.155,9.79,10.709,21.512
8786.178,7.627,10.814,7.204
8788.201,10.842,10.759,6.336
8790.225,7.374,10.637,13.929
8792.249,12.021,10.656,36.886
8794.274,10.303,10.567,44.278
8796.299,11.366,10.619,19.077
8798.325,9.69,10.651,6.396
8800.351,8.673,10.599,6.164
8802.378,10.817,10.654,5.707
8804.405,9.081,10.735,6.227
8806.432,9.75,10.761,5.29
8808.46,10.913,10.684,5.095
8810.489,9.981,10.553,9.235
8812.518,10.506,10.447,11.179
8814.547,9.821,10.404,8.675
8816.577,9.465,10.39,5.719
8818.607,10.705,10.411,5.499
8820.638,10.806,10.46,5.378
8822.669,7.757,10.527,6.04
8824.701,10.859,10.594,12.964
8826.733,6.287,10.61,81.665
8828.766,12.82,10.523,226.17
8830.799,11.605,10.535,175.9
8832.833,6.943,10.506,62.409
8834.867,10.115,10.508,31.128
8836.901,7.102,10.53,69.72
8838.936,14.273,10.449,101.558
8840.972,13.872,10.434,56.757
8843.008,7.727,10.536,12.362
8845.044,9.914,10.632,7.345
8847.081,10.527,10.493,8.817
8849.118,8.967,10.355,14.228
8851.156,11.005,10.599,30.133
8853.194,13.679,10.641,31.495
8855.233,9.594,10.612,14.178
8857.272,11.059,10.714,6.429
8859.312,9.321,10.658,6.36
8861.352,11.14,10.572,6.661
8863.393,10.549,10.816,10.364
8865.434,10.609,10.702,12.288
8867.476,7.518,10.619,32.13
8869.518,12.875,10.481,66.578
8871.56,13.305,10.353,48.622
8873.603,9.391,10.378,13.995
8875.647,9.627,10.506,5.936
8877.69,10.059,10.409,5.261
8879.735,9.312,10.469,5.489
8881.78,9.174,10.604,5.658
8883.825,9.672,10.646,10.37
8885.871,6.633,10.593,79.774
8887.917,17.724,10.54,182.305
8889.964,11.638,10.43,138.282
8892.011,10.224,10.473,30.157
8894.059,10.188,10.531,8.202
8896.107,10.392,10.524,7.854
8898.156,11.022,10.56,8.609
8900.205,10.63,10.654,8.99
8902.254,8.106,10.373,19.734
8904.304,6.97,10.343,69.541
8906.355,14.168,10.434,79.075
8908.406,8.633,10.42,30.988
8910.457,10.048,10.34,10.474
8912.509,8.685,10.4,9.43
8914.562,10.027,10.512,7.398
8916.615,10.445,10.334,6.603
8918.668,5.739,10.211,37.082
8920.722,8.344,10.321,165.57
8922.776,21.37,10.416,190.857
8924.831,6.009,10.227,70.59
8926.886,11.798,10.199,12.483
8928.942,9.306,10.12,12.029
8930.998,10.22,10.069,11.092
8933.055,9.515,10.199,8.313
8935.112,10.169,10.428,7.078
8937.17,9.855,10.524,7.988
8939.228,10.652,10.528,8.052
8941.286,9.196,10.433,8.142
8943.345,7.484,10.361,31.275
8945.405,11.431,10.337,70.008
8947.465,9.614,10.363,52.96
8949.525,9.238,10.398,14.096
8951.586,10.205,10.285,6.265
8953.648,9.58,10.318,5.952
8955.71,9.793,10.302,8.31
8957.772,2.483,10.245,52.348
8959.835,14.231,10.212,143.623
8961.898,17.29,10.168,127.108
8963.962,9.633,10.076,32.474
8966.026,8.886,10.086,8.135
8968.091,10.208,10.071,6.299
8970.156,8.569,10.109,6.872
8972.222,11.423,10.256,7.821
8974.288,8.692,10.376,8.393
8976.355,11.381,10.304,7.563
8978.422,9.907,10.316,6.739
8980.489,10.958,10.38,7.904
8982.557,10.776,10.481,9.722
8984.626,10.531,10.509,10.275
8986.695,7.227,10.442,11.377
8988.764,12.042,10.676,33.106
8990.834,11.884,10.483,54.299
8992.905,10.426,10.33,34.444
8994.976,9.199,10.253,13.167
8997.047,9.272,10.21,8.067
8999.119,11.545,10.329,6.253
9001.191,7.625,10.49,37.772
9003.264,9.621,10.479,100.788
9005.338,12.259,10.452,75.755
9007.411,8.995,10.395,19.963
9009.486,10.68,10.353,5.383
9011.56,10.039,10.408,5.165
9013.636,10.34,10.3,4.61
9015.711,10.538,10.054,4.592
9017.788,9.956,10.079,4.136
9019.864,9.849,10.183,4.598
9021.941,9.722,10.132,6.224
9024.019,11.586,10.09,6.591
9026.097,9.937,10.344,5.336
9028.176,9.775,10.178,5.914
9030.255,10.601,10.121,7.735
9032.334,9.821,10.279,7.911
9034.414,10.899,10.349,6.106
9036.495,9.016,10.238,6.543
9038.576,10.389,10.545,18.706
9040.657,14.647,10.758,29.328
9042.739,10.335,10.72,18.883
9044.821,10.891,10.605,8.361
9046.904,10.888,10.569,7.948
9048.988,8.421,10.672,17.706
9051.072,9.555,10.973,43.803
9053.156,14.668,11.058,42.327
9055.241,8.207,10.987,15.676
9057.326,11.904,10.805,7.106
9059.412,11.334,10.592,7.599
9061.498,11.875,10.465,6.404
9063.585,9.334,10.405,6.056
9065.672,10.018,10.494,7.246
9067.76,9.888,10.438,8.859
9069.848,9.584,10.518,9.344
9071.936,10.697,10.675,9.286
9074.026,10.383,10.523,7.921
9076.115,10.36,10.532,6.225
9078.205,10.811,10.456,5.221
9080.296,8.897,10.421,5.16
9082.387,9.272,10.487,5.182
9084.478,10.315,10.462,5.186
9086.57,10.004,10.246,5.765
9088.663,9.533,10.363,5.779
9090.756,12.093,10.284,5.022
9092.849,9.378,10.114,10.835
9094.943,10.079,10.222,17.009
9097.038,11.128,10.424,12.93
9099.133,10.813,10.279,6.841
9101.228,10.411,10.3,6.494
9103.324,8.353,10.274,18.584
9105.42,13.004,10.13,24.9
9107.517,9.2,10.161,15.511
9109.615,9.099,10.193,5.805
9111.712,8.455,9.847,4.792
9113.811,10.701,9.845,4.842
9115.909,9.821,9.952,4.444
9118.009,10.692,10.126,4.697
9120.108,9.649,10.198,4.539
9122.209,12.529,10.143,4.481
9124.309,9.58,10.139,4.587
9126.411,9.269,10.165,4.869
9128.512,9.886,9.885,4.669
9130.614,10.011,9.997,4.289
9132.717,9.717,10.086,4.335
9134.82,11.743,9.954,4.571
9136.924,9.902,10.006,4.909
9139.028,8.12,9.948,5.453
9141.132,10.883,9.888,5.029
9143.237,10.728,9.923,4.707
9145.343,12.715,9.968,4.78
9147.449,10.007,9.943,4.775
9149.556,11.676,9.896,4.548
9151.663,8.643,9.931,7.662
9153.77,9.408,9.839,13.786
9155.878,11.384,9.848,14.947
9157.987,11.746,9.877,9.4
9160.095,10.848,9.894,9.913
9162.205,9.656,10.037,16.54
9164.315,11.212,10.208,15.695
9166.425,10.436,10.189,8.979
9168.536,12.076,10.237,4.887
9170.647,9.717,10.514,4.819
9172.759,10.281,10.804,4.702
9174.872,9.583,10.671,4.012
9176.985,10.923,10.133,4.355
9179.098,8.585,10.1,5.134
9181.212,9.617,10.024,5.212
9183.326,9.211,9.948,4.886
9185.441,9.475,9.929,4.628
9187.556,8.781,9.752,4.496
9189.672,10.477,9.625,4.293
9191.788,9.815,9.721,4.336
9193.905,8.667,9.72,4.662
9196.022,9.613,9.74,4.816
9198.14,9.757,9.739,4.666
9200.258,10.396,9.574,4.43
9202.377,11.436,9.779,4.349
9204.496,10.015,9.631,4.51
9206.615,10.324,9.446,4.904
9208.736,10.856,9.464,5.469
9210.856,8.466,9.603,6.125
9212.977,10.084,9.666,6.828
9215.099,7.861,9.674,7.71
9217.221,7.862,9.609,8.637
9219.344,7.862,9.732,10.266
9221.467,7.862,9.777,19.623
